SN,Continent,Country,Location_Name,Location_Code,Cluster_Name,Cluster_Code,Plot_ Name,Plot_ Code,Minumum_Plot_Dimention (m),Maximum_Plot_Dimention (m),Total_Plot_Edge (m),Census_Date,PI,Latitude (plot),Longitude (plot),x (plot),y (plot),Tag_No,Family,Original_Identification,Genus,Species,Species_Code,Edibility_Category,x (tree),y (tree),Elevation (m),Dimater (cm),Plot_Comments 
528,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,389,Guttiferae,Garcinia smeathmannii,Garcinia,Garcinia smeathmannii,GASM,Inedible,456302,599337,264,10,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
529,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,390,Moraceae,Trilipisium madagascariensis,Trilepisium,Trilepisium madagascariense,TRMA,Inedible,456306,599343,265,25,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
530,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,391,Combretaceae,Terminalia ivorensis,Terminalia,Terminalia ivorensis,TEIV,Inedible,456309,599344,266,17,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
531,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,392,Fabaceae,Baphia nitida,Baphia,Baphia nitida,BPNI,Inedible,456310,599341,266,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
532,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,393,Fabaceae,Hylodendron gabonensis,Hylodendron,Hylodendron gabunense,HYGA,Inedible,456315,599350,267,18,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
533,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,394,Fabaceae,Calpocalyx cauliflorus,Calpocalyx,Calpocalyx cauliflorus,CACA,Inedible,456314,599340,266,10,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
534,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,395,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,456315,599341,266,11,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
535,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,396,Rubiaceae,Corynanthes pachycera,Corynanthe,Corynanthe pachyceras,COPA,Inedible,456316,599340,266,28,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
536,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,397,Malvaceae,Duboscia macrocarpa,Duboscia,Duboscia macrocarpa,DUMA,Inedible,456313,599337,264,25,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
537,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,398,Annonaceae,Uvariopsis dioica,Uvariopsis,Uvariopsis dioica,UVDI,Inedible,456314,599325,263,10,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
538,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,399,Guttiferae,Garcinia mannii,Garcinia,Garcinia mannii,GAMA,Edible,456319,599335,264,15,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
539,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,400,Olacaceae,Strombosia grandifolia,Strombosia,Strombosia grandifolia,STGR,Inedible,456325,599334,264,22,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
540,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,401,Fabaceae,Angiocalyx oligapholus,Angylocalyx,Angylocalyx oligophyllus,ANOL,Edible,456327,599336,264,24,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
541,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,402,Moraceae,Trilipisium madagascariensis,Trilepisium,Trilepisium madagascariense,TRMA,Inedible,456324,599339,265,22,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
542,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,403,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,456321,599349,265,29,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
543,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,404,Guttiferae,Garcinia smeathmannii,Garcinia,Garcinia smeathmannii,GASM,Inedible,456324,599348,266,17,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
544,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,405,Guttiferae,Garcinia smeathmannii,Garcinia,Garcinia smeathmannii,GASM,Inedible,456324,599346,264,15,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
545,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,406,Phyllanthaceae,Maesobotrya dunsenii,Maesobotrya,Maesobotrya dusenii,MADU,Edible,456325,599339,262,10,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
546,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,407,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,456326,599338,262,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
547,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,408,Olacaceae,Strombosia grandifolia,Strombosia,Strombosia grandifolia,STGR,Inedible,456338,599347,265,22,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
548,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,409,Ebenaceae,Diospyros zenkeri,Diospyros,Diospyros zenkeri,DIZE,Inedible,456340,599340,265,14,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
549,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,410,Olacaceae,Octoknemia affine,Octoknema,Octoknema affinis,OCAF,Inedible,456339,599333,262,14,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
550,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,411,Olacaceae,Strombosia grandifolia,Strombosia,Strombosia grandifolia,STGR,Inedible,456340,599334,264,28,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
551,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,412,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456341,599332,265,42,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
552,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,413,Fabaceae,Angiocalyx oligapholus,Angylocalyx,Angylocalyx oligophyllus,ANOL,Edible,456344,599343,267,19,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
553,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,414,Urticaceae,Musanga cecropioides,Musanga,Musanga cecropioides,MUCE,Inedible,456340,599361,265,25,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
554,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,415,Malvaceae,Cola lepidota,Cola,Cola lepidota,COLE,Edible,456344,599353,264,17,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
555,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,416,Lecythidaceae,Rhaptopetalum coriaceum,Rhaptopetalum,Rhaptopetalum coriaceum,RHCO,Inedible,456345,599352,266,31,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
556,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,417,Sapotaceae,Chrysophyllum dumbeya,Chrysophyllum,Chrysophyllum dumbeya,CHDU,Edible,456344,599360,266,31,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
557,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,418,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456343,599358,268,31,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
558,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,419,Meliaceae,Lovoa trichilioides,Lovoa,Lovoa trichilioides,LOTR,Inedible,456347,599364,268,14,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
559,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,420,Phyllanthaceae,Uapaca staudtii,Uapaca,Uapaca staudtii,UAST,Edible,456342,599373,269,26,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
560,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,421,Pandaceae,Macrodermis puberula,Microdesmis,Microdesmis puberula,MIPU,Inedible,456337,599371,266,17,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
561,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,422,Fabaceae,Pentaclethra macrophylla,Pentaclethra,Pentaclethra macrophylla,PNMA,Edible,456334,599371,266,29,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
562,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,423,Malvaceae,Cola lepidota,Cola,Cola lepidota,COLE,Edible,456331,599365,264,16,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
563,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,424,Myristicaceae,Coelocaryon preussii,Coelocaryon,Coelocaryon preussii,COPR,Inedible,456331,599365,265,30,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
564,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,425,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,456336,599362,267,19,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
565,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,426,Olacaceae,Strombosia pustulata,Strombosia,Strombosia pustulata,STPU,Inedible,456330,599362,263,12,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
566,Africa,Nigeria,"Aking in Oban Sector, Cross River National Park",ANP-01,Aking Location 2,AKG-02,Aking Location 2 Plot 2,L3P2,40,40,160,30/08/2019,Sijeh Asuk,5.42,8.61,456352.18,599326.02,427,Olacaceae,Octoknemia affine,Octoknema,Octoknema affinis,OCAF,Inedible,456328,599361,263,11,This plot is about 60 minutes walk from the main road. The point of entry from the road is abour 5 minutes drive from the National Park Ranger post in Aking
